Long,Lat,Stn_Name,Clim_ID,Prov_or_Ter,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,year
-114.983,53.6,ENTWISTLE,3062451,AB,-9.5,0.0,1.9,10.0,0.0,-34.0,0.0,38.0,0.0,140.0,40.0,0.0,142.0,44.0,10.0,,,,851.5,0.0,2022
-115.062,53.614,EVANSBURG2 AGCM,3062476,AB,-11.1,0.0,,9.2,0.0,-39.5,0.0,,,,16.2,2.0,,,4.0,,,,902.2,0.0,2022
-114.769,54.41,FORT ASSINIBOINE AGCM,3062660,AB,-11.1,0.0,,9.5,0.0,-37.1,0.0,,,,26.7,0.0,,,9.0,,,,902.0,0.0,2022
-111.213,56.651,FORT MCMURRAY CS,3062696,AB,-19.1,0.0,,3.4,0.0,-40.4,0.0,,,,23.1,0.0,,55.0,8.0,,,,1150.2,0.0,2022
-111.223,56.653,FORT MCMURRAY A,3062697,AB,-18.9,0.0,,3.4,0.0,-39.7,0.0,,,,20.6,0.0,,,3.0,,,,1145.2,0.0,2022
-118.447,53.795,HENDRICKSON CREEK,3063135,AB,-10.3,0.0,,8.2,0.0,-39.2,0.0,,,,63.0,0.0,,62.0,16.0,,,,875.8,0.0,2022
-116.479,55.396,HIGH PRAIRIE AGDM,3063165,AB,-12.8,0.0,,6.4,0.0,-42.2,0.0,,,,25.9,17.0,,,4.0,,,,955.2,0.0,2022
-113.543,54.821,ISLAND LAKE SOUTH,3063600,AB,-12.7,0.0,,7.7,0.0,-40.1,0.0,,,,38.3,0.0,,35.0,10.0,,,,953.1,0.0,2022
-112.981,54.563,KINIKINIK,3063640,AB,-11.7,0.0,,5.2,0.0,-35.8,0.0,,,,26.8,1.0,,,9.0,,,,919.4,0.0,2022
-112.024,54.769,LAC LA BICHE CLIMATE,3063686,AB,-12.3,3.0,,5.7,3.0,-36.5,3.0,,,,38.5,3.0,,25.0,11.0,,,,848.2,0.0,2022
-111.559,57.041,MILDRED LAKE,3064528,AB,-18.5,6.0,,2.3,6.0,-35.9,6.0,,,,20.9,6.0,,44.0,7.0,,,,911.3,0.0,2022
-113.321,54.964,PLEASANT VIEW,3065200,AB,-12.6,0.0,,5.4,0.0,-35.4,0.0,,,,28.4,1.0,,,10.0,,,,947.8,0.0,2022
-111.7,54.5,RICH LAKE AGDM,3065475,AB,-15.4,0.0,,5.1,0.0,-43.0,0.0,,,,33.0,0.0,,,10.0,,,,1036.3,0.0,2022
-111.835,53.851,ISPAS,3065712,AB,-12.3,0.0,,5.9,0.0,-36.8,0.0,,,,25.7,0.0,,,9.0,,,,938.2,0.0,2022
-114.777,55.293,SLAVE LAKE,3065995,AB,-12.2,1.0,,7.4,1.0,-37.0,1.0,,,,23.4,3.0,,,6.0,,,,907.0,0.0,2022
-114.777,55.293,SLAVE LAKE RCS,3065997,AB,-12.4,0.0,,7.4,0.0,-37.3,0.0,,,,45.5,0.0,,17.0,13.0,,,,941.1,0.0,2022
-113.52,54.3,TAWATINAW AGCM,3066367,AB,-11.7,0.0,,6.7,0.0,-38.4,0.0,,,,29.4,0.0,,,11.0,,,,921.8,0.0,2022
-118.348,53.386,WILLOW CREEK 1,306GE70,AB,-8.9,3.0,,9.7,3.0,-35.7,3.0,,,,15.4,3.0,,50.0,6.0,,,,753.4,0.0,2022
-117.236,55.577,BALLATER AGCM,3070495,AB,-12.4,0.0,,6.6,0.0,-40.3,0.0,,,,30.7,0.0,,,10.0,,,,942.5,0.0,2022
-119.396,55.197,BEAVERLODGE RCS,3070600,AB,-9.9,0.0,,7.2,0.0,-32.5,0.0,,,,37.6,0.0,,12.0,8.0,,,,863.4,0.0,2022
-117.886,56.118,BROWNVALE AGCM,3070800,AB,-13.4,0.0,,5.8,0.0,-42.3,0.0,,,,27.0,1.0,,,7.0,,,,974.2,0.0,2022
-117.933,56.529,CLEAR HILLS AGCM,3071661,AB,-13.2,0.0,,5.5,0.0,-41.3,0.0,,,,26.6,5.0,,,7.0,,,,968.7,0.0,2022
-117.543,56.715,DEADWOOD AGCM,3071957,AB,-14.1,0.0,,7.1,0.0,-38.9,0.0,,,,23.3,0.0,,,7.0,,,,996.5,0.0,2022
-117.887,55.808,EAGLESHAM AGCM,3072151,AB,-12.8,0.0,,7.1,0.0,-42.8,0.0,,,,31.1,0.0,,,10.0,,,,955.1,0.0,2022
-118.439,56.081,FAIRVIEW AGDM,3072525,AB,-13.6,0.0,,5.4,0.0,-42.2,0.0,,,,30.2,5.0,,,8.0,,,,980.6,0.0,2022
-111.117,58.767,FORT CHIPEWYAN,3072655,AB,-23.1,0.0,,-3.2,0.0,-38.7,0.0,,,,9.9,1.0,,,4.0,,,,1273.5,0.0,2022
-111.117,58.767,FORT CHIPEWYAN RCS,3072659,AB,-23.1,0.0,,-3.4,0.0,-38.4,0.0,,,,17.6,0.0,,53.0,9.0,,,,1273.8,0.0,2022
-116.04,58.382,FORT VERMILION,3072723,AB,-20.2,0.0,,2.1,0.0,-43.5,0.0,,,,34.9,0.0,,49.0,11.0,,,,1185.1,0.0,2022
-118.885,55.18,GRANDE PRAIRIE A,3072921,AB,-11.7,0.0,,6.7,0.0,-36.7,0.0,42.0,0.0,,44.1,0.0,,14.0,9.0,,,,919.3,0.0,2022
-117.298,57.265,HAWK HILLS AGCM,3073071,AB,-19.1,27.0,,-2.7,27.0,-33.0,27.0,,,,9.3,27.0,,,2.0,,,,148.4,0.0,2022
-117.165,58.622,HIGH LEVEL A,3073140,AB,-20.5,0.0,,3.2,0.0,-40.9,0.0,,,,11.0,0.0,,,3.0,,,,1193.8,0.0,2022
-117.165,58.621,HIGH LEVEL A,3073146,AB,,,,,,,,6.0,30.0,,5.6,30.0,,,1.0,,,,,,2022
-117.164,58.631,HIGH LEVEL,3073148,AB,-20.9,0.0,,3.2,0.0,-42.0,0.0,,,,30.1,0.0,,45.0,12.0,,,,1206.8,0.0,2022
-117.12,55.913,JEAN COTE AGCM,3073535,AB,-12.4,0.0,,5.7,0.0,-38.6,0.0,,,,27.0,0.0,,,8.0,,,,941.8,0.0,2022
-117.677,57.788,KEG RIVER AGCM,3073644,AB,-19.1,0.0,,5.2,0.0,-45.9,0.0,,,,36.2,4.0,,,11.0,,,,1151.1,0.0,2022
-116.343,58.172,LA CRETE AGCM,3073730,AB,-20.1,0.0,,2.2,0.0,-39.6,0.0,,,,21.0,0.0,,,9.0,,,,1180.6,0.0,2022
-119.255,55.422,LA GLACE AGCM,3073740,AB,-12.1,0.0,,5.9,0.0,-41.1,0.0,,,,21.1,4.0,,,6.0,,,,932.4,0.0,2022
-117.451,56.974,MANNING AGDM,3074190,AB,-17.9,0.0,,5.1,0.0,-42.3,0.0,,,,,,,,,,,,1112.2,0.0,2022
-119.745,56.314,CLEARDALE AGDM,3074935,AB,-12.7,0.0,,7.2,0.0,-40.7,0.0,,,,22.4,13.0,,,4.0,,,,950.3,0.0,2022
-117.448,56.227,PEACE RIVER A,3075041,AB,-14.2,0.0,,5.8,0.0,-41.7,0.0,22.2,0.0,,24.9,0.0,,13.0,10.0,,,,999.2,0.0,2022
-117.452,56.193,ROMA,3075043,AB,-13.6,0.0,,6.0,0.0,-38.6,0.0,,,,21.0,0.0,,18.0,7.0,,,,979.6,0.0,2022
-118.293,55.621,PEORIA AGDM,3075160,AB,-11.7,0.0,,8.1,0.0,-42.0,0.0,,,,17.5,15.0,,,4.0,,,,920.7,0.0,2022
-115.278,56.552,RED EARTH,3075488,AB,-15.2,0.0,,4.0,0.0,-39.0,0.0,,,,43.2,0.0,,41.0,13.0,,,,1028.2,0.0,2022
-116.481,58.452,ROCKY LANE AGCM,3075550,AB,-20.3,1.0,,2.4,1.0,-44.2,1.0,,,,0.0,30.0,,,0.0,,,,1148.6,0.0,2022
-118.668,55.777,RYCROFT AGCM,3075601,AB,-12.0,0.0,,7.7,0.0,-42.1,0.0,,,,22.6,3.0,,,7.0,,,,929.1,0.0,2022
-119.345,56.076,SAVANNA AGCM,3075770,AB,-12.2,0.0,,5.5,0.0,-39.2,0.0,,,,5.8,24.0,,,3.0,,,,934.8,0.0,2022
-117.741,54.425,SIMONETTE,3075937,AB,-9.5,0.0,-0.1,10.0,0.0,-35.0,0.0,35.0,0.0,112.0,35.0,0.0,107.0,0.0,8.0,,,,854.0,0.0,2022
-118.408,55.352,TEEPEE CREEK AGCM,3076366,AB,-12.4,0.0,,5.8,0.0,-42.3,0.0,,,,19.1,2.0,,,7.0,,,,942.8,0.0,2022
-116.848,58.021,TOMPKINS LANDING AGCM,3076530,AB,-19.1,0.0,,3.4,0.0,-38.7,0.0,,,,22.3,4.0,,,9.0,,,,1151.6,0.0,2022
-117.199,55.098,VALLEYVIEW AGDM,3076680,AB,-10.7,0.0,,7.4,0.0,-34.6,0.0,,,,29.3,0.0,,,10.0,,,,891.0,0.0,2022
-110.283,54.417,COLD LAKE A,3081680,AB,-15.5,0.0,-0.4,3.6,0.0,-40.5,0.0,64.9,0.0,289.0,56.5,0.0,352.0,59.0,12.0,,,,1037.6,0.0,2022
-110.868,54.367,DUPRE AGCM,3081690,AB,-15.5,0.0,,5.0,0.0,-43.0,0.0,,,,25.4,0.0,,,10.0,,,,1038.6,0.0,2022
-104.71,50.201,BRATT'S LAKE CLIMATE,4010811,SK,-14.1,0.0,,3.1,0.0,-36.8,0.0,,,,26.4,0.0,,14.0,12.0,,,,996.3,0.0,2022
-102.571,50.368,BROADVIEW,4010879,SK,-16.0,0.0,-1.8,3.5,0.0,-36.7,0.0,,,,21.0,0.0,144.0,14.0,7.0,,,,1052.5,0.0,2022
-105.383,50.55,BUFFALO POUND LAKE,4010984,SK,-14.5,0.0,,2.0,0.0,-37.5,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,1006.3,0.0,2022
-104.867,51.183,DUVAL,4012300,SK,-14.6,9.0,-0.6,3.0,9.0,-37.0,9.0,133.0,9.0,,133.0,9.0,,0.0,7.0,,,,716.5,0.0,2022
-102.966,49.21,ESTEVAN A,4012403,SK,-14.4,0.0,,3.1,0.0,-35.7,0.0,,,,10.0,0.0,,,5.0,,,,1005.3,0.0,2022
-102.967,49.217,ESTEVAN,4012410,SK,-14.3,0.0,,3.2,0.0,-35.7,0.0,,,,17.2,0.0,,4.0,6.0,,,,999.8,0.0,2022
-103.65,50.55,INDIAN HEAD CDA,4013480,SK,-15.5,0.0,-0.7,3.2,0.0,-36.9,0.0,,,,19.1,0.0,100.0,14.0,5.0,,,,1038.8,0.0,2022
-103.753,51.257,KELLIHER,4013660,SK,-16.8,0.0,-1.4,1.5,0.0,-38.0,0.0,38.2,0.0,173.0,38.2,0.0,172.0,54.0,11.0,,,,1080.2,0.0,2022
-102.733,50.2,KIPLING,4014040,SK,-15.6,0.0,-0.8,3.5,0.0,-36.0,0.0,29.8,0.0,155.0,29.8,0.0,158.0,0.0,7.0,,,,1040.1,0.0,2022
-105.25,51.417,LAST MOUNTAIN CS,4014156,SK,-16.4,0.0,-1.4,3.1,0.0,-42.0,0.0,,,,16.5,0.0,99.0,17.0,5.0,,,,1065.2,0.0,2022
-104.633,52.0,LEROY,4014322,SK,-17.6,0.0,-1.1,0.5,0.0,-40.0,0.0,35.4,0.0,207.0,35.4,0.0,202.0,41.0,10.0,,,,1102.9,0.0,2022
-103.889,51.152,LIPTON 2,4014481,SK,-16.6,2.0,-1.3,0.5,2.0,-38.0,2.0,37.2,2.0,,37.2,2.0,,,9.0,,,,1002.2,0.0,2022
-105.538,50.332,MOOSE JAW CS,4015322,SK,-12.3,0.0,,3.8,0.0,-36.8,0.0,,,,9.1,0.0,,8.0,3.0,,,,938.9,0.0,2022
-105.0,52.333,MUENSTER,4015440,SK,-18.1,0.0,-1.9,1.0,0.0,-38.0,0.0,340.0,0.0,######,340.0,0.0,######,10.0,20.0,,,,1118.5,0.0,2022
-102.117,49.317,OXBOW,4015800,SK,-15.1,3.0,,3.5,3.0,-39.0,3.0,29.0,3.0,,30.0,3.0,,51.0,7.0,,,,925.6,0.0,2022
-103.265,51.403,PARKERVIEW,4015870,SK,-20.2,9.0,-5.2,1.5,9.0,-39.0,9.0,24.0,9.0,,24.0,9.0,,50.0,5.0,,,,840.0,0.0,2022
-103.983,50.567,QU'APPELLE 1,4016322,SK,-15.0,0.0,-0.8,3.5,0.0,-36.0,0.0,26.0,0.0,172.0,26.0,0.0,166.0,41.0,7.0,,,,1023.6,0.0,2022
-104.666,50.432,REGINA INTL A,4016566,SK,-15.0,0.0,,2.7,0.0,-38.6,0.0,,,,,,,,,,,,1024.3,0.0,2022
-104.667,50.433,REGINA RCS,4016699,SK,-14.8,0.0,,2.8,0.0,-38.9,0.0,,,,10.2,0.0,,5.0,4.0,,,,1018.2,0.0,2022
-105.4,51.667,WATROUS EAST,4018642,SK,-16.0,2.0,,2.4,2.0,-41.2,2.0,,,,13.1,2.0,,15.0,4.0,,,,986.5,0.0,2022
-104.183,49.817,YELLOW GRASS NORTH,4019041,SK,-13.8,0.0,,4.3,0.0,-37.1,0.0,,,,36.8,0.0,,27.0,6.0,,,,985.5,0.0,2022
-102.464,51.265,YORKTON,4019073,SK,-16.9,0.0,,3.1,0.0,-35.8,0.0,,,,21.3,0.0,,28.0,9.0,,,,1082.9,0.0,2022
-102.462,51.265,YORKTON,4019075,SK,-16.9,1.0,,3.2,1.0,-35.5,1.0,,,,5.3,6.0,,,1.0,,,,1048.1,0.0,2022
-104.2,51.767,WYNYARD (AUT),40190LN,SK,-16.3,0.0,,0.3,0.0,-38.0,0.0,,,,24.7,0.0,,20.0,6.0,,,,1064.5,0.0,2022
-103.8,49.7,WEYBURN,401HP5R,SK,-14.5,0.0,,5.6,0.0,-37.6,0.0,,,,17.4,0.0,,15.0,5.0,,,,1006.6,0.0,2022
-105.946,49.729,ASSINIBOIA AIRPORT,4020286,SK,-11.2,0.0,,4.1,0.0,-36.5,0.0,,,,6.4,0.0,,8.0,2.0,,,,905.3,0.0,2022
-107.311,50.832,BEECHY,4020560,SK,-11.9,1.0,0.1,4.0,1.0,-39.5,1.0,8.2,1.0,,12.2,1.0,,,6.0,,,,897.7,0.0,2022
-106.583,51.133,ELBOW CS,4022359,SK,-13.8,0.0,,3.7,0.0,-38.4,0.0,,,,16.5,0.0,,13.0,7.0,,,,984.4,0.0,2022
-107.935,50.979,HIGH POINT,4023240,SK,,,,,,,,,,,,,,0.0,,,,,,,2022
-107.15,50.95,LUCKY LAKE,4024714,SK,-12.6,0.0,,4.1,0.0,-38.3,0.0,,,,8.2,0.0,,14.0,3.0,,,,947.8,0.0,2022
-109.466,49.903,MAPLE CREEK,4024919,SK,-7.0,0.0,,10.9,0.0,-36.5,0.0,,,,12.9,0.0,,1.0,5.0,,,,775.0,0.0,2022
-107.263,51.154,ROCK POINT,4026847,SK,-12.6,0.0,0.0,3.0,0.0,-36.0,0.0,14.8,0.0,95.0,18.0,0.0,109.0,10.0,7.0,,,,949.6,0.0,2022
-107.8,50.6,STEWART VALLEY,4027775,SK,-9.2,21.0,2.1,20.0,21.0,-35.0,21.0,0.0,21.0,,0.0,21.0,,,0.0,,,,272.0,0.0,2022
-107.691,50.292,SWIFT CURRENT,4028038,SK,-10.5,0.0,,4.6,0.0,-35.4,0.0,,,,1.3,0.0,,,0.0,,,,883.6,0.0,2022
-107.733,50.267,SWIFT CURRENT CDA,4028060,SK,-10.4,0.0,0.2,4.4,0.0,-35.4,0.0,,,,7.0,0.0,52.0,5.0,2.0,,,,881.7,0.0,2022
-109.501,50.909,LEADER AIRPORT,402DAF0,SK,-11.1,0.0,,6.3,0.0,-39.0,0.0,,,,9.9,0.0,,,4.0,,,,902.2,0.0,2022
-105.483,49.05,CORONACH SPC,40318MN,SK,-10.5,0.0,0.7,6.0,0.0,-36.3,0.0,,,,5.3,0.0,39.0,,1.0,,,,883.8,0.0,2022
-109.514,49.641,CYPRESS HILLS PARK,4031999,SK,-7.2,0.0,,8.6,0.0,-32.5,0.0,,,,54.7,0.0,,1.0,11.0,,,,780.5,0.0,2022
-108.989,49.438,EASTEND CYPRESS (AUT),4032322,SK,-9.6,1.0,,5.2,1.0,-32.1,1.0,,,,5.7,1.0,,,2.0,,,,828.6,0.0,2022
-107.024,49.099,MANKOTA,4034910,SK,-6.6,13.0,5.5,5.7,13.0,-29.6,13.0,,,,3.8,3.0,,2.0,1.0,,,,442.5,0.0,2022
-105.979,49.168,ROCKGLEN (AUT),4036844,SK,-10.2,0.0,,4.9,0.0,-33.8,0.0,,,,4.4,0.0,,3.0,1.0,,,,872.9,0.0,2022
-107.586,49.058,VAL MARIE SOUTHEAST,4038412,SK,-10.3,0.0,,6.3,0.0,-39.9,0.0,,,,5.1,0.0,,9.0,2.0,,,,878.0,0.0,2022
-109.2,53.45,BUTTE ST PIERRE,4041000,SK,-16.6,0.0,-0.2,4.0,0.0,-43.0,0.0,42.4,0.0,287.0,42.4,0.0,280.0,34.0,9.0,,,,1071.2,0.0,2022
-109.181,51.515,KINDERSLEY A,4043899,SK,-12.5,0.0,,4.3,0.0,-36.3,0.0,,,,,,,,,,,,944.7,0.0,2022
-109.181,51.515,KINDERSLEY A,4043901,SK,-12.5,0.0,,4.3,0.0,-36.3,0.0,17.6,0.0,,21.0,0.0,,2.0,6.0,,,,944.7,0.0,2022
-109.178,51.516,KINDERSLEY AIRPORT,4043902,SK,-12.7,1.0,,4.1,1.0,-36.4,1.0,,,,8.4,1.0,,3.0,3.0,,,,920.2,0.0,2022
-108.256,52.772,NORTH BATTLEFORD RCS,4045607,SK,-15.6,0.0,,4.1,0.0,-40.8,0.0,,,,15.4,0.0,,25.0,6.0,,,,1040.5,0.0,2022
-108.244,52.769,NORTH BATTLEFORD,4045695,SK,-20.3,17.0,,3.9,17.0,-40.7,17.0,,,,24.4,5.0,,,5.0,,,,535.7,0.0,2022
-107.917,51.567,ROSETOWN EAST,4046884,SK,-14.0,0.0,,3.0,0.0,-37.4,0.0,,,,9.7,0.0,,,5.0,,,,991.0,0.0,2022
-108.835,52.36,SCOTT CDA,4047240,SK,-14.2,0.0,1.3,3.7,0.0,-37.1,0.0,,,,22.8,0.0,153.0,10.0,8.0,,,,997.0,0.0,2022
-107.767,52.317,SONNINGDALE,4047644,SK,-14.1,0.0,,5.0,0.0,-40.0,0.0,33.0,0.0,,33.0,0.0,,,11.0,,,,994.0,0.0,2022
-109.405,53.131,WASECA RCS,4048521,SK,-14.4,0.0,,3.7,0.0,-37.5,0.0,,,,39.3,0.0,,40.0,7.0,,,,1003.9,0.0,2022
-104.6,52.817,MELFORT,4055079,SK,-18.2,0.0,,2.2,0.0,-37.9,0.0,,,,25.3,0.0,,25.0,8.0,,,,1121.3,0.0,2022
-107.05,51.483,OUTLOOK PFRA,4055736,SK,-13.1,0.0,0.0,3.9,0.0,-38.3,0.0,,,,12.5,0.0,90.0,17.0,6.0,,,,964.0,0.0,2022
-105.15,52.417,PILGER,4056121,SK,-17.4,0.0,,1.2,0.0,-38.8,0.0,,,,15.9,0.0,,15.0,6.0,,,,1098.9,0.0,2022
-105.673,53.214,PRINCE ALBERT A,4056241,SK,-19.2,1.0,,2.8,1.0,-41.6,1.0,0.0,11.0,,5.6,0.0,,44.0,4.0,,,,1116.4,0.0,2022
-105.677,53.21,PRINCE ALBERT GLASS FIELD,4056243,SK,-18.5,0.0,,4.0,0.0,-42.3,0.0,,,,22.9,0.0,,49.0,8.0,,,,1132.9,0.0,2022
-106.7,52.171,SASKATOON INTL A,4057152,SK,-16.2,0.0,,1.9,0.0,-39.2,0.0,,,,,,,,,,,,1061.6,0.0,2022
-106.719,52.174,SASKATOON RCS,4057165,SK,-16.1,0.0,,2.4,0.0,-40.4,0.0,,,,11.7,0.0,,13.0,5.0,,,,1057.4,0.0,2022
-108.421,55.841,BUFFALO NARROWS (AUT),4060983,SK,-19.2,0.0,,2.7,0.0,-38.7,0.0,,,,22.8,0.0,,47.0,7.0,,,,1152.6,0.0,2022
-108.418,55.842,BUFFALO NARROWS A,4060988,SK,-19.4,0.0,,2.6,0.0,-38.1,0.0,,,,24.9,1.0,,,3.0,,,,1158.1,0.0,2022
-104.483,58.083,CIGAR LAKE,4061570,SK,-28.8,0.0,-5.2,-5.0,0.0,-43.0,0.0,17.0,0.0,70.0,17.0,0.0,70.0,64.0,8.0,,,,1450.0,0.0,2022
-103.678,58.229,COLLINS BAY SK,4061620,SK,-27.1,0.0,,-2.8,0.0,-39.0,0.0,,,,15.1,0.0,,55.0,7.0,,,,1396.9,0.0,2022
-103.7,58.183,COLLINS BAY CAMECO,4061632,SK,-26.4,0.0,,-3.5,0.0,-36.5,0.0,21.0,0.0,,21.0,0.0,,0.0,8.0,,,,1377.3,0.0,2022
-102.35,55.533,ISLAND FALLS (AUT),4063605,SK,-23.8,0.0,,-1.8,0.0,-37.8,0.0,,,,26.8,0.0,,60.0,11.0,,,,1297.2,0.0,2022
-109.962,54.908,JIMMY LAKE AWOS,4063623,SK,-27.9,26.0,,-16.4,26.0,-38.1,26.0,,,,6.0,26.0,,,2.0,,,,229.5,0.0,2022
-105.6,57.25,KEY LAKE,4063753,SK,-25.9,0.0,,-2.8,0.0,-40.6,0.0,,,,16.6,0.0,,49.0,7.0,,,,1360.2,0.0,2022
-105.618,57.256,KEY LAKE,4063757,SK,-25.3,0.0,,-2.8,0.0,-38.9,0.0,,,,9.0,0.0,,,3.0,,,,1342.2,0.0,2022
-105.27,55.146,LA RONGE RCS,4064149,SK,-20.6,0.0,,1.9,0.0,-37.3,0.0,,,,22.6,0.0,,55.0,7.0,,,,1196.3,0.0,2022
-105.267,55.151,LA RONGE A,4064155,SK,-21.0,0.0,,1.9,0.0,-37.6,0.0,7.2,0.0,,7.2,0.0,,63.0,4.0,,,,1207.9,0.0,2022
-109.138,54.02,LOON LAKE RCS,4064620,SK,-15.3,0.0,,6.4,0.0,-43.0,0.0,,,,41.2,0.0,,48.0,8.0,,,,1032.5,0.0,2022
-108.523,54.125,MEADOW LAKE A,4065063,SK,-17.1,0.0,,5.4,0.0,-41.8,0.0,,,,,,,,,,,,1087.9,0.0,2022
-103.283,56.333,SOUTHEND,4067655,SK,-24.8,0.0,,-2.0,0.0,-37.6,0.0,,,,29.1,0.0,,69.0,10.0,,,,1325.5,0.0,2022
-107.55,53.367,SPIRITWOOD WEST,4067723,SK,-16.7,0.0,,4.1,0.0,-44.2,0.0,,,,28.3,0.0,,36.0,9.0,,,,1076.0,0.0,2022
-105.841,59.25,STONY RAPIDS,4067799,SK,-27.7,0.0,,-2.0,0.0,-38.2,0.0,,,,1.0,9.0,,,0.0,,,,1418.0,0.0,2022
-106.067,53.917,WASKESIU LAKE,4068559,SK,-17.6,0.0,,2.8,0.0,-38.1,0.0,,,,41.0,0.0,,52.0,12.0,,,,1103.3,0.0,2022
-108.517,54.133,MEADOW LAKE,406N0NM,SK,-17.3,0.0,,5.0,0.0,-42.9,0.0,,,,24.2,0.0,,42.0,11.0,,,,1095.4,0.0,2022
-108.483,59.567,URANIUM CITY (AUT),406QLD0,SK,-26.9,0.0,,-8.1,0.0,-42.4,0.0,,,,20.6,0.0,,67.0,6.0,,,,1392.5,0.0,2022
-104.008,53.333,NIPAWIN,4075525,SK,-19.8,0.0,,2.4,0.0,-41.1,0.0,,,,12.2,0.0,,,6.0,,,,1173.0,0.0,2022
-104.0,53.333,NIPAWIN,407N51G,SK,-17.8,6.0,,2.5,6.0,-41.7,6.0,,,,20.1,6.0,,29.0,7.0,,,,895.7,0.0,2022
-102.317,52.817,HUDSON BAY(AUT),4083324,SK,-19.5,0.0,,2.2,0.0,-35.7,0.0,,,,34.8,0.0,,28.0,9.0,,,,1162.1,0.0,2022
-99.292,49.276,BALDUR,5010140,MB,-16.0,2.0,-1.2,1.0,1.0,-34.0,1.0,28.0,1.0,,28.0,1.0,,0.0,9.0,,,,985.5,0.0,2022
-99.952,49.91,BRANDON A,5010481,MB,-18.1,0.0,,0.6,0.0,-36.2,0.0,47.2,0.0,,36.2,0.0,,25.0,11.0,,,,1120.3,0.0,2022
-99.95,49.9,BRANDON RCS,5010490,MB,-17.7,0.0,,0.7,0.0,-34.8,0.0,,,,22.1,0.0,,17.0,9.0,,,,1107.9,0.0,2022
-99.357,49.906,CARBERRY CS,5010547,MB,-18.1,0.0,,0.9,0.0,-35.9,0.0,,,,21.1,0.0,,23.0,8.0,,,,1118.9,0.0,2022
-99.074,49.562,CYPRESS RIVER RCS,5010641,MB,-17.2,0.0,,1.1,0.0,-34.6,0.0,,,,15.4,0.0,,18.0,6.0,,,,1092.5,0.0,2022
-101.203,49.927,ELKHORN 2 EAST,5010QFQ,MB,-15.3,2.0,-0.1,3.0,2.0,-35.0,2.0,37.6,2.0,,37.8,2.0,,39.0,7.0,,,,965.7,0.0,2022
-98.3,49.983,PORTAGE ROMANCE,5012300,MB,,,,,,,,27.6,0.0,,28.3,0.0,,46.0,5.0,,,,,,2022
-98.267,49.95,PORTAGE LA PRAIRIE CDA,5012321,MB,,,,,,,,24.0,2.0,,24.0,1.0,,,5.0,,,,,,2022
-98.284,49.903,PORTAGE SOUTHPORT,5012324,MB,-17.0,0.0,,1.2,0.0,-32.7,0.0,,,,21.0,0.0,,12.0,7.0,,,,1084.2,0.0,2022
-101.363,51.183,ROBLIN,5012469,MB,-19.0,0.0,,0.0,0.0,-37.8,0.0,,,,22.0,0.0,,22.0,8.0,,,,1147.1,0.0,2022
-100.604,50.455,SHOAL LAKE CS,5012654,MB,-18.5,0.0,,-0.4,0.0,-37.0,0.0,,,,17.5,0.0,,22.0,9.0,,,,1132.4,0.0,2022
-100.934,49.842,VIRDEN WATER,5012961,MB,-15.7,1.0,,4.0,1.0,-38.0,1.0,51.0,1.0,,51.0,1.0,,28.0,9.0,,,,1009.5,0.0,2022
-99.942,50.655,WASAGAMING,5013117,MB,-19.0,0.0,-1.5,-0.4,0.0,-40.6,0.0,,,,24.4,0.0,131.0,52.0,9.0,,,,1147.5,0.0,2022
-100.986,49.281,MELITA,501A7AR,MB,-16.0,0.0,,1.9,0.0,-34.4,0.0,,,,19.3,0.0,,17.0,6.0,,,,1054.4,0.0,2022
-101.4,51.267,ROBLIN FRIESEN 3 NORTHWEST,501B4G2,MB,,,,,,,,51.2,0.0,,51.2,0.0,,0.0,10.0,,,,,,2022
-100.179,50.108,RIVERS PETTAPIECE,501BMMA,MB,,,,,,,,42.2,0.0,175.0,43.2,0.0,179.0,71.0,8.0,,,,,,2022
-100.817,50.75,ROSSBURN 4 NORTH,501KE01,MB,,,,,,,,55.0,0.0,216.0,55.0,0.0,214.0,92.0,9.0,,,,,,2022
-98.319,49.4,DEERWOOD RCS,5020725,MB,-15.9,0.0,,1.4,0.0,-31.4,0.0,,,,11.9,0.0,,20.0,4.0,,,,1051.2,0.0,2022
-97.238,49.0,EMERSON AUTO,5020881,MB,-18.0,0.0,,0.4,0.0,-36.3,0.0,,,,14.3,0.0,,13.0,4.0,,,,1117.5,0.0,2022
-97.56,49.031,GRETNA (AUT),5021220,MB,-17.6,0.0,,0.9,0.0,-37.1,0.0,,,,10.7,0.0,,8.0,4.0,,,,1103.7,0.0,2022
-98.875,49.606,HOLLAND,5021302,MB,,,,,,,,17.0,8.0,,17.0,8.0,,0.0,8.0,,,,,,2022
-96.901,49.518,KLEEFELD (MAFRI),5021500,MB,-18.9,0.0,,-1.1,0.0,-35.2,0.0,,,,20.8,0.0,,7.0,5.0,,,,1143.2,0.0,2022
-97.807,50.013,MARQUETTE,5021695,MB,-18.3,1.0,-2.4,0.0,1.0,-34.0,1.0,32.2,1.0,,32.2,1.0,,34.0,6.0,,,,1088.4,0.0,2022
