Long,Lat,Stn_Name,Clim_ID,Prov_or_Ter,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,year
-99.95,49.9,BRANDON RCS,5010490,MB,16.8,0.0,,30.9,0.0,4.0,0.0,,,,74.9,0.0,,,10.0,,,,63.3,25.8,2019
-99.357,49.906,CARBERRY CS,5010547,MB,16.8,0.0,,31.2,0.0,2.8,0.0,,,,104.7,0.0,,,10.0,,,,63.5,26.6,2019
-99.074,49.562,CYPRESS RIVER RCS,5010641,MB,17.1,0.0,,30.6,0.0,3.0,0.0,,,,35.3,0.0,,,7.0,,,,60.5,31.7,2019
-101.203,49.927,ELKHORN 2 EAST,5010QFQ,MB,17.5,0.0,-0.4,33.5,0.0,4.0,0.0,0.0,0.0,,82.8,0.0,158.0,0.0,9.0,,,,49.9,34.9,2019
-98.3,49.983,PORTAGE ROMANCE,5012300,MB,,,,,,,,0.0,0.0,,47.9,0.0,,0.0,12.0,,,,,,2019
-98.267,49.95,PORTAGE LA PRAIRIE CDA,5012321,MB,,,,,,,,0.0,27.0,,13.2,27.0,,,4.0,,,,,,2019
-98.284,49.903,PORTAGE SOUTHPORT,5012324,MB,18.1,2.0,,31.8,2.0,5.9,2.0,,,,36.5,2.0,,,8.0,,,,33.1,36.6,2019
-101.363,51.183,ROBLIN,5012469,MB,15.0,0.0,,29.0,0.0,1.5,0.0,,,,44.6,0.0,,,7.0,,,,106.7,14.6,2019
-100.604,50.455,SHOAL LAKE CS,5012654,MB,15.2,1.0,,29.6,1.0,3.0,1.0,,,,61.0,1.0,,,7.0,,,,98.4,15.6,2019
-100.934,49.842,VIRDEN WATER,5012961,MB,17.5,0.0,,32.0,0.0,5.0,0.0,0.0,0.0,,117.8,0.0,,0.0,10.0,,,,45.9,30.6,2019
-99.942,50.655,WASAGAMING,5013117,MB,14.9,0.0,-0.7,30.8,0.0,1.9,0.0,,,,56.5,0.0,95.0,,8.0,,,,108.7,11.6,2019
-100.986,49.281,MELITA,501A7AR,MB,17.6,0.0,,31.4,0.0,4.8,0.0,,,,100.5,0.0,,,9.0,,,,44.7,32.6,2019
-101.4,51.267,ROBLIN FRIESEN 3 NORTHWEST,501B4G2,MB,,,,,,,,0.0,0.0,,28.2,0.0,,0.0,8.0,,,,,,2019
-100.179,50.108,RIVERS PETTAPIECE,501BMMA,MB,,,,,,,,0.0,0.0,,97.7,0.0,166.0,0.0,13.0,,,,,,2019
-100.817,50.75,ROSSBURN 4 NORTH,501KE01,MB,,,,,,,,0.0,4.0,,62.8,4.0,,0.0,10.0,,,,,,2019
-98.319,49.4,DEERWOOD RCS,5020725,MB,18.6,1.0,,31.5,1.0,4.8,1.0,,,,64.1,1.0,,,9.0,,,,31.3,49.3,2019
-97.238,49.0,EMERSON AUTO,5020881,MB,18.0,0.0,,32.7,0.0,3.5,0.0,,,,24.8,0.0,,,8.0,,,,41.4,41.4,2019
-97.56,49.031,GRETNA (AUT),5021220,MB,18.4,0.0,,33.0,0.0,4.1,0.0,,,,31.0,0.0,,,6.0,,,,33.5,46.5,2019
-98.875,49.606,HOLLAND,5021302,MB,,,,,,,,0.0,9.0,,33.6,9.0,,0.0,6.0,,,,,,2019
-96.901,49.518,KLEEFELD (MAFRI),5021500,MB,17.7,1.0,,31.4,1.0,4.6,1.0,,,,61.0,1.0,,,9.0,,,,43.5,35.0,2019
-97.807,50.013,MARQUETTE,5021695,MB,18.8,5.0,-0.2,31.0,5.0,6.5,5.0,0.0,5.0,,38.6,5.0,,,6.0,,,,24.1,44.6,2019
-98.084,49.188,MORDEN CDA CS,5021849,MB,19.0,1.0,,31.9,1.0,7.1,1.0,,,,55.1,1.0,,,7.0,,,,23.1,54.0,2019
-96.85,49.933,OAKBANK,5022051,MB,,,,,,,,0.0,0.0,,89.6,0.0,108.0,0.0,9.0,,,,,,2019
-98.905,49.191,PILOT MOUND (AUT),5022125,MB,16.8,3.0,,30.0,3.0,3.4,3.0,,,,62.8,3.0,,,7.0,,,,58.6,24.7,2019
-96.035,49.353,ST LABRE,5022575,MB,,,,,,,,0.0,0.0,,71.1,0.0,94.0,0.0,12.0,,,,,,2019
-97.95,49.133,SCHANZENFELD,5022623,MB,,,,,,,,0.0,3.0,,58.0,3.0,,0.0,8.0,,,,,,2019
-95.598,49.024,SPRAGUE,5022759,MB,16.7,0.0,,30.9,0.0,4.0,0.0,,,,39.9,0.0,,,11.0,,,,61.9,22.7,2019
-97.167,50.117,STONY MOUNTAIN,5022791,MB,18.9,0.0,-0.1,37.0,0.0,5.0,0.0,0.0,0.0,,79.7,0.0,106.0,0.0,10.0,,,,25.0,53.3,2019
-97.24,49.91,WINNIPEG INTL A,5023227,MB,18.0,1.0,,32.2,1.0,4.6,1.0,,,,,,,,,,,,41.1,40.0,2019
-97.129,49.888,WINNIPEG THE FORKS,5023262,MB,19.8,1.0,,32.6,1.0,9.9,1.0,,,,63.5,1.0,,,8.0,,,,17.3,71.4,2019
-98.03,49.498,CARMAN U OF M CS,502I001,MB,18.1,0.0,,33.0,0.0,4.7,0.0,,,,61.6,0.0,,,6.0,,,,36.6,39.6,2019
-97.249,49.917,WINNIPEG A CS,502S001,MB,18.1,0.0,,32.9,0.0,4.7,0.0,,,,65.5,0.0,,,9.0,,,,41.0,42.9,2019
-97.022,52.36,BERENS RIVER CS,5030203,MB,16.2,0.0,-0.2,32.0,0.0,3.7,0.0,,,,154.6,0.0,214.0,,10.0,,,,75.3,20.2,2019
-97.018,52.359,BERENS RIVER A,5030204,MB,16.5,0.0,,32.5,0.0,3.9,0.0,,,,,,,,,,,,69.6,22.4,2019
-97.616,52.819,GEORGE ISLAND (AUT),5030984,MB,18.0,1.0,,27.8,1.0,10.2,1.0,,,,76.2,1.0,,,8.0,,,,31.8,30.5,2019
-97.555,51.083,FISHER BRANCH (AUT),50309J6,MB,17.1,0.0,,33.7,0.0,4.1,0.0,,,,32.8,0.0,,,4.0,,,,57.9,29.5,2019
-96.982,50.631,GIMLI HARBOUR CS,5031041,MB,18.0,0.0,,31.0,0.0,9.2,0.0,,,,,,,,,,,,32.6,34.1,2019
-97.05,50.633,GIMLI CLIMATE,5031042,MB,17.1,0.0,,32.6,0.0,6.2,0.0,,,,39.8,0.0,,,6.0,,,,52.2,24.9,2019
-95.977,50.522,GREAT FALLS CLIMATE,5031201,MB,17.9,0.0,,32.4,0.0,8.1,0.0,,,,72.8,0.0,,,6.0,,,,41.1,37.3,2019
-97.568,51.211,HODGSON 3,5031310,MB,16.3,13.0,,29.0,13.0,6.5,13.0,0.0,13.0,,30.4,13.0,,0.0,6.0,,,,42.1,12.1,2019
-95.197,49.624,INDIAN BAY,5031320,MB,17.1,0.0,-0.6,31.0,0.0,4.0,0.0,0.0,0.0,,94.6,0.0,118.0,0.0,12.0,,,,56.7,27.7,2019
-99.268,53.186,GRAND RAPIDS (AUT),5031A10,MB,15.5,0.0,,32.7,0.0,3.3,0.0,,,,52.0,0.0,,,8.0,,,,93.4,14.4,2019
-95.89,50.148,PINAWA CANWARN,5032161,MB,,,,,,,,0.0,0.0,,98.4,0.0,,0.0,8.0,,,,,,2019
-95.533,49.85,RENNIE,5032360,MB,15.1,16.0,,31.5,11.0,3.5,11.0,0.0,11.0,,101.4,11.0,,,7.0,,,,46.8,4.0,2019
-96.567,50.7,VICTORIA BEACH (AUT),5032951,MB,19.5,6.0,,29.8,6.0,1.7,6.0,,,,,,,,,,,,12.9,49.3,2019
-96.065,50.177,PINAWA,503B1ER,MB,17.4,0.0,,32.3,0.0,4.8,0.0,,,,,,,,,,,,44.5,26.7,2019
-98.7,50.05,BEAVER,5040166,MB,,,,,,,,0.0,26.0,,44.6,26.0,,0.0,5.0,,,,,,2019
-100.057,51.1,DAUPHIN CS,5040681,MB,16.8,0.0,,31.6,0.0,3.8,0.0,,,,45.9,0.0,,,8.0,,,,63.0,26.1,2019
-100.053,51.101,DAUPHIN,5040689,MB,16.8,0.0,,31.5,0.0,4.5,0.0,,,,51.5,0.0,,,10.0,,,,61.9,24.5,2019
-100.65,52.033,COWAN,5040FJ3,MB,16.6,0.0,0.3,34.0,0.0,1.0,0.0,0.0,0.0,,52.6,0.0,69.0,0.0,8.0,,,,72.5,30.5,2019
-101.098,52.666,MAFEKING,5041685,MB,17.2,2.0,0.0,32.0,2.0,6.0,2.0,0.0,2.0,,46.2,2.0,,0.0,8.0,,,,45.7,21.3,2019
-99.53,50.712,MCCREARY,5043158,MB,18.3,0.0,0.1,34.2,0.0,6.6,0.0,,,,40.7,0.0,66.0,,6.0,,,,38.7,47.9,2019
-98.037,50.499,OAKPOINT MARINE,504K0NM,MB,18.1,0.0,,29.7,0.0,7.0,0.0,,,,30.2,0.0,,,7.0,,,,36.0,39.7,2019
-101.233,52.115,SWAN RIVER RCS,504K80K,MB,16.1,0.0,,31.1,0.0,0.4,0.0,,,,51.8,1.0,,,5.0,,,,80.1,20.5,2019
-101.683,54.683,FLIN FLON,5050919,MB,15.9,0.0,,26.3,0.0,6.6,0.0,,,,36.2,0.0,,,8.0,,,,78.1,12.3,2019
-101.883,54.767,FLIN FLON,5050920,MB,16.6,0.0,-0.9,31.0,0.0,2.0,0.0,0.0,0.0,,63.6,0.0,100.0,0.0,8.0,,,,69.9,28.0,2019
-101.682,54.678,FLIN FLON A,5050973,MB,15.8,1.0,,26.3,1.0,7.0,1.0,,,,,,,,,,,,77.8,12.1,2019
-101.091,53.971,THE PAS A,5052882,MB,16.1,0.0,,30.2,0.0,6.3,0.0,,,,34.2,0.0,,,12.0,,,,78.6,20.6,2019
-101.1,53.967,THE PAS CLIMATE,5052890,MB,16.2,0.0,,30.1,0.0,6.8,0.0,,,,28.8,0.0,,,8.0,,,,77.6,20.8,2019
-94.066,58.739,CHURCHILL A,5060595,MB,10.7,0.0,,24.6,0.0,3.4,0.0,,,,162.1,0.0,,,15.0,,,,226.5,0.0,2019
-94.066,58.739,CHURCHILL A,5060605,MB,10.7,0.0,,24.6,0.0,3.4,0.0,,,,,,,,,,,,226.5,0.0,2019
-94.067,58.733,CHURCHILL CLIMATE,5060608,MB,10.7,0.0,,24.6,0.0,3.5,0.0,,,,152.8,0.0,,,15.0,,,,225.9,0.0,2019
-98.03,54.54,CROSS LAKE JENPEG 2,5060622,MB,19.0,0.0,,31.2,0.0,10.0,0.0,,,,189.8,0.0,,,13.0,,,,25.1,57.5,2019
-94.704,56.359,GILLAM,5060999,MB,13.6,0.0,,27.6,0.0,0.9,0.0,,,,112.7,0.0,,,13.0,,,,140.8,5.2,2019
-94.711,56.358,GILLAM A,5061022,MB,13.5,4.0,,27.8,4.0,0.7,4.0,0.0,3.0,,109.2,4.0,,,11.0,,,,127.5,5.1,2019
-94.711,56.358,GILLAM A,5061025,MB,13.5,0.0,,27.8,0.0,0.7,0.0,,,,,,,,,,,,143.3,5.1,2019
-94.654,53.857,ISLAND LAKE A,5061374,MB,16.4,2.0,,26.4,2.0,8.1,2.0,,,,,,,,,,,,58.8,11.8,2019
-94.654,53.857,ISLAND LAKE A,5061375,MB,17.2,27.0,,24.7,27.0,11.5,27.0,0.0,19.0,,36.2,14.0,,,8.0,,,,5.9,2.6,2019
-96.51,56.038,KELSEY DAM CS,5061422,MB,13.7,1.0,,24.5,1.0,1.1,1.0,,,,102.8,1.0,,,14.0,,,,133.2,2.9,2019
-101.076,56.864,LYNN LAKE,5061645,MB,12.8,5.0,,25.5,5.0,3.1,5.0,,,,96.2,5.0,,,14.0,,,,135.9,1.1,2019
-101.067,56.85,LYNN LAKE RCS,5061649,MB,13.4,10.0,,24.8,10.0,4.0,10.0,,,,93.0,10.0,,,13.0,,,,97.7,0.2,2019
-97.844,53.958,NORWAY HOUSE,5062040,MB,15.6,0.0,,30.8,0.0,3.2,0.0,,,,0.0,0.0,,,0.0,,,,87.9,13.7,2019
-98.512,58.706,TADOULE LAKE,5062835,MB,11.9,4.0,,24.1,4.0,2.6,4.0,,,,119.6,4.0,,,12.0,,,,166.4,2.1,2019
-98.502,58.716,TADOULE LAKE CS,5062840,MB,14.0,20.0,,23.9,20.0,7.1,20.0,,,,44.5,20.0,,,5.0,,,,45.5,1.8,2019
-97.863,55.805,THOMPSON A,5062921,MB,13.8,3.0,,25.6,3.0,0.4,3.0,0.0,0.0,,72.9,0.0,,,13.0,,,,122.6,4.3,2019
-82.432,52.928,ATTAWAPISKAT A,6010400,ON,15.7,0.0,,28.8,0.0,2.7,0.0,,,,25.9,0.0,,,7.0,,,,84.1,13.6,2019
-89.897,53.818,BIG TROUT LAKE A,6010735,ON,15.2,0.0,,26.6,0.0,2.7,0.0,,,,122.4,2.0,,,14.0,,,,97.1,9.7,2019
-89.892,53.816,BIG TROUT LAKE,6010740,ON,15.1,0.0,,27.1,0.0,2.2,0.0,,,,151.6,0.0,,,16.0,,,,98.2,9.8,2019
-93.221,50.631,EAR FALLS (AUT),6012199,ON,17.2,3.0,,31.4,3.0,4.7,3.0,,,,64.9,3.0,,,11.0,,,,50.0,27.9,2019
-87.676,56.019,FORT SEVERN A,6012501,ON,12.7,22.0,,25.8,22.0,3.0,22.0,,,,7.5,22.0,,,3.0,,,,47.4,0.0,2019
-87.934,52.196,LANSDOWNE HOUSE A,6014351,ON,15.6,0.0,,29.2,0.0,1.7,0.0,,,,66.5,0.0,,,12.0,,,,85.6,10.3,2019
-87.936,52.196,LANSDOWNE HOUSE (AUT),6014353,ON,15.4,0.0,,28.8,0.0,1.4,0.0,,,,55.7,0.0,,,10.0,,,,88.7,9.1,2019
-91.763,53.441,MUSKRAT DAM,6015026,ON,15.5,0.0,,28.6,0.0,2.8,0.0,,,,86.5,2.0,,,10.0,,,,91.5,14.6,2019
-85.433,54.983,PEAWANUCK (AUT),6016295,ON,13.8,0.0,,26.6,0.0,2.9,0.0,,,,85.7,0.0,,,15.0,,,,139.1,8.7,2019
-85.443,54.988,PEAWANUCK A,6016298,ON,13.9,0.0,,26.7,0.0,2.8,0.0,,,,,,,,,,,,137.4,9.1,2019
-90.218,51.449,PICKLE LAKE (AUT),6016525,ON,16.5,0.0,,29.5,0.0,3.4,0.0,,,,64.5,0.0,,,12.0,,,,69.5,22.8,2019
-90.214,51.446,PICKLE LAKE A,6016528,ON,16.5,0.0,,29.3,0.0,3.0,0.0,,,,0.0,24.0,,,0.0,,,,69.0,23.4,2019
-93.793,51.067,RED LAKE A,6016971,ON,16.8,0.0,,31.6,0.0,1.9,0.0,,,,,,,,,,,,62.5,26.7,2019
-93.344,53.064,SANDY LAKE A,6017401,ON,15.9,0.0,,27.7,0.0,3.9,0.0,,,,109.6,0.0,,,14.0,,,,85.3,20.1,2019
-93.967,48.633,BARWICK,6020559,ON,17.9,0.0,0.0,31.5,0.0,5.0,0.0,0.0,0.0,,122.2,0.0,155.0,0.0,8.0,,,,36.2,33.9,2019
-91.628,48.761,ATIKOKAN (AUT),6020LPQ,ON,16.5,0.0,,29.8,0.0,4.4,0.0,,,,138.9,0.0,,,13.0,,,,66.7,18.9,2019
-93.439,48.651,FORT FRANCES RCS,6022474,ON,16.7,0.0,,30.1,0.0,4.2,0.0,,,,154.3,0.0,,,10.0,,,,62.6,22.7,2019
-92.623,48.76,MINE CENTRE SOUTHWEST,6025205,ON,18.0,0.0,,31.0,0.0,5.0,0.0,0.0,0.0,,140.8,0.0,,0.0,9.0,,,,38.7,38.0,2019
-92.744,49.828,DRYDEN REGIONAL,6032125,ON,17.4,0.0,,29.7,0.0,6.5,0.0,,,,74.2,1.0,,,10.0,,,,54.3,34.5,2019
-94.378,49.791,KENORA RCS,6034073,ON,18.2,0.0,,30.6,0.0,8.0,0.0,,,,110.7,0.0,,,7.0,,,,36.9,43.2,2019
-94.363,49.788,KENORA A,6034076,ON,17.8,3.0,,30.0,3.0,7.9,3.0,0.0,11.0,,119.4,0.0,,,7.0,,,,36.0,31.3,2019
-93.717,49.65,RAWSON LAKE,6036904,ON,15.3,0.0,-3.0,23.5,0.0,8.0,0.0,0.0,0.0,,52.6,0.0,60.0,0.0,7.0,,,,92.5,9.7,2019
-93.733,49.664,RAWSON LAKE (AUT),6036907,ON,17.7,0.0,,30.4,0.0,8.0,0.0,,,,2.6,6.0,,,1.0,,,,45.7,34.9,2019
-91.908,50.114,SIOUX LOOKOUT A,6037776,ON,16.3,2.0,,28.9,2.0,3.2,2.0,0.0,18.0,,112.8,0.0,,,13.0,,,,67.3,18.0,2019
-91.906,50.114,SIOUX LOOKOUT AIRPORT,6037800,ON,16.7,1.0,,29.5,1.0,4.2,1.0,,,,95.9,1.0,,,12.0,,,,63.6,25.0,2019
-88.905,50.294,ARMSTRONG (AUT),6040325,ON,14.7,1.0,,28.3,1.0,-0.8,1.0,,,,37.5,1.0,,,5.0,,,,103.4,5.2,2019
-88.91,50.29,ARMSTRONG A,6040327,ON,15.2,0.0,,28.4,0.0,-0.2,0.0,,,,42.3,0.0,,,6.0,,,,92.1,6.4,2019
-88.345,49.154,CAMERON FALLS (AUT),6041110,ON,16.7,0.0,,28.1,0.0,5.3,0.0,,,,51.9,0.0,,,10.0,,,,54.8,13.0,2019
-85.833,47.333,CARIBOU ISLAND (AUT),6041222,ON,15.6,16.0,,22.4,15.0,10.0,16.0,,,,34.4,21.0,,,1.0,,,,36.4,0.0,2019
-86.939,49.779,GERALDTON A,6042717,ON,15.2,0.0,,27.7,0.0,0.4,0.0,0.0,0.0,,56.8,0.0,,,12.0,,,,93.2,7.2,2019
-86.989,49.779,GERALDTON A,6042718,ON,15.1,1.0,,27.7,1.0,0.4,1.0,,,,,,,,,,,,93.2,6.5,2019
-86.932,49.781,GERALDTON AIRPORT,6042719,ON,15.5,3.0,,27.8,3.0,0.6,3.0,,,,22.7,3.0,,,6.0,,,,78.7,7.5,2019
-89.267,48.467,HAZELWOOD,6043390,ON,,,,,,,,0.0,3.0,,83.0,3.0,,0.0,10.0,,,,,,2019
-86.346,48.757,MARATHON A,6044967,ON,13.6,2.0,,25.0,2.0,2.8,2.0,,,,,,,,,,,,127.1,0.4,2019
-86.287,48.608,PUKASKWA (AUT),6046768,ON,14.7,1.0,,26.4,1.0,4.4,1.0,,,,115.8,1.0,,,10.0,,,,101.3,1.6,2019
-87.092,48.816,TERRACE BAY AIRPORT,6048232,ON,13.9,1.0,,25.8,1.0,2.6,1.0,,,,92.6,1.0,,,9.0,,,,121.6,0.0,2019
-89.322,48.372,THUNDER BAY,6048260,ON,16.6,0.0,,28.6,0.0,4.0,0.0,,,,73.7,0.0,,,11.0,,,,52.8,10.9,2019
-89.322,48.372,THUNDER BAY A,6048262,ON,16.6,1.0,,28.6,1.0,4.0,1.0,,,,,,,,,,,,52.8,10.5,2019
-89.278,48.414,THUNDER BAY BURWOOD,6048266,ON,17.6,19.0,,29.0,19.0,5.0,19.0,0.0,19.0,,4.8,19.0,,0.0,2.0,,,,14.4,10.0,2019
-89.327,48.369,THUNDER BAY CS,6048268,ON,16.2,0.0,,27.9,0.0,4.2,0.0,,,,64.3,0.0,,,10.0,,,,63.5,7.9,2019
-90.467,49.033,UPSALA (AUT),6049095,ON,15.4,5.0,,28.7,5.0,1.6,5.0,,,,69.1,5.0,,,8.0,,,,74.4,7.9,2019
-89.119,48.369,WELCOME ISLAND (AUT),6049443,ON,16.8,0.0,,24.6,0.0,10.2,0.0,,,,58.4,0.0,,,7.0,,,,42.8,5.1,2019
-84.814,47.723,LAKE SUPERIOR PROVINCIAL PARK,6054425,ON,14.5,2.0,,27.1,2.0,2.9,2.0,,,,99.2,2.0,,,7.0,,,,102.6,0.0,2019
-84.51,46.485,SAULT STE MARIE A,6057591,ON,16.6,1.0,,29.8,1.0,3.8,1.0,0.0,5.0,,42.7,0.0,,,8.0,,,,50.8,7.4,2019
-84.517,46.478,SAULT STE. MARIE AIRPORT,6057593,ON,17.2,0.0,,29.0,0.0,5.5,0.0,,,,38.4,0.0,,,7.0,,,,38.2,13.2,2019
-84.786,47.967,WAWA A,6059413,ON,14.7,0.0,,26.5,0.0,4.6,0.0,,,,,,,,,,,,101.4,0.1,2019
-81.483,45.967,KILLARNEY (AUT),605DJ25,ON,18.5,0.0,,25.7,0.0,11.6,0.0,,,,,,,,,,,,15.3,31.4,2019
-83.347,47.82,CHAPLEAU A,6061365,ON,15.6,0.0,,27.8,0.0,2.6,0.0,,,,,,,,,,,,79.2,6.1,2019
-82.025,46.193,MASSEY,6065006,ON,17.6,0.0,-0.2,27.5,0.0,3.5,0.0,0.0,0.0,,56.6,0.0,67.0,0.0,6.0,,,,35.3,22.6,2019
-80.303,46.215,MONETVILLE 2,6065252,ON,18.5,1.0,,29.0,1.0,6.0,1.0,0.0,1.0,,46.9,1.0,,0.0,8.0,,,,19.6,35.2,2019
-80.796,46.632,SUDBURY CLIMATE,6068145,ON,17.1,1.0,,28.2,1.0,5.4,1.0,,,,98.3,1.0,,,6.0,,,,47.9,19.9,2019
-80.798,46.626,SUDBURY A,6068153,ON,17.4,1.0,,28.2,1.0,5.7,1.0,0.0,6.0,,79.1,0.0,,,5.0,,,,37.4,20.6,2019
-82.124,49.383,BONNER LAKE,6070QK6,ON,16.7,0.0,,29.0,0.0,3.0,0.0,0.0,0.0,,99.2,0.0,,0.0,12.0,,,,56.6,15.7,2019
-79.849,47.695,EARLTON A,6072223,ON,17.0,4.0,,29.7,4.0,5.3,4.0,,,,43.2,4.0,,,7.0,,,,42.3,14.1,2019
-79.849,47.695,EARLTON CLIMATE,6072230,ON,16.9,0.0,,30.3,0.0,5.4,0.0,,,,65.9,0.0,,,8.0,,,,50.5,15.8,2019
-82.468,49.412,KAPUSKASING A,6073976,ON,16.5,0.0,,28.2,0.0,3.4,0.0,0.0,0.0,,65.1,0.0,,,10.0,,,,58.9,13.6,2019
-82.468,49.412,KAPUSKASING A,6073978,ON,16.5,0.0,,28.2,0.0,3.4,0.0,,,,,,,,,,,,58.9,13.6,2019
-82.444,49.406,KAPUSKASING CDA ON,6073980,ON,16.0,4.0,,27.0,4.0,2.6,4.0,,,,63.0,4.0,,,9.0,,,,61.3,8.5,2019
-80.0,48.15,KIRKLAND LAKE CS,6074211,ON,16.9,0.0,,28.3,0.0,5.3,0.0,,,,,,,,,,,,49.3,16.0,2019
-80.608,51.291,MOOSONEE,6075420,ON,16.3,0.0,,29.3,0.0,1.4,0.0,,,,51.3,0.0,,,8.0,,,,76.3,25.1,2019
-80.65,51.267,MOOSONEE UA,6075425,ON,16.4,12.0,1.6,29.0,12.0,2.0,12.0,0.0,12.0,,30.0,12.0,,,7.0,,,,40.8,11.1,2019
-80.618,51.292,MOOSONEE RCS,6075435,ON,16.8,0.0,,29.6,0.0,2.8,0.0,,,,52.6,0.0,,,8.0,,,,66.4,28.5,2019
-84.164,49.747,NAGAGAMI (AUT),6075543,ON,15.5,0.0,,27.6,0.0,2.9,0.0,,,,74.5,0.0,,,13.0,,,,87.4,9.5,2019
-85.901,51.659,OGOKI POST A,6075786,ON,16.4,0.0,,29.5,0.0,3.0,0.0,,,,96.6,0.0,,,8.0,,,,63.5,14.0,2019
-81.39,48.557,TIMMINS CLIMATE,6078282,ON,15.9,0.0,,29.6,0.0,0.8,0.0,,,,42.7,0.0,,,12.0,,,,73.6,9.8,2019
-81.377,48.571,TIMMINS A,6078286,ON,15.8,0.0,,30.1,0.0,0.4,0.0,,,,,,,,,,,,78.2,9.1,2019
-78.267,45.533,ALGONQUIN PARK EAST GATE,6080192,ON,16.3,0.0,,28.3,0.0,2.2,0.0,,,,,,,,,,,,65.8,11.7,2019
-79.424,46.364,NORTH BAY A,6085680,ON,17.4,0.0,,27.5,0.0,6.1,0.0,,,,40.0,1.0,,,4.0,,,,40.7,20.7,2019
-79.403,46.375,NORTH BAY AIRPORT,6085695,ON,17.2,0.0,,27.3,0.0,7.8,0.0,,,,45.2,0.0,,,5.0,,,,42.7,18.3,2019
-82.567,45.882,GORE BAY-MANITOULIN,6092919,ON,18.6,0.0,,27.1,0.0,6.8,0.0,,,,48.1,1.0,,,6.0,,,,19.0,36.6,2019
-82.567,45.883,GORE BAY CLIMATE,6092920,ON,18.7,1.0,,27.0,1.0,7.2,1.0,,,,45.0,1.0,,,5.0,,,,17.3,37.7,2019
-82.95,45.633,GREAT DUCK ISLAND (AUT),6093005,ON,18.4,1.0,,25.9,1.0,11.1,1.0,,,,,,,,,,,,13.8,25.4,2019
-76.113,45.186,APPLETON,6100285,ON,19.1,0.0,,30.0,0.0,7.0,0.0,0.0,0.0,,85.2,0.0,,0.0,8.0,,,,11.7,44.4,2019
-75.748,44.635,BROCKVILLE CLIMATE,6100970,ON,19.1,0.0,,30.9,0.0,8.6,0.0,,,,49.7,0.0,,,9.0,,,,12.3,46.3,2019
-75.667,44.6,BROCKVILLE PCC,6100971,ON,19.0,2.0,-1.3,30.0,2.0,2.0,2.0,0.0,2.0,,46.8,2.0,,0.0,10.0,,,,21.1,49.8,2019
-77.367,46.05,CHALK RIVER AECL,6101335,ON,20.2,13.0,1.2,31.5,13.0,7.5,13.0,0.0,13.0,,22.2,13.0,,,6.0,,,,4.0,43.7,2019
-74.749,45.016,CORNWALL,6101874,ON,21.0,0.0,0.3,34.0,0.0,10.0,0.0,0.0,0.0,,89.8,0.0,101.0,0.0,9.0,,,,1.8,95.9,2019
-76.253,45.032,DRUMMOND CENTRE,6102J13,ON,19.2,0.0,0.1,29.5,0.0,6.5,0.0,0.0,0.0,,52.4,0.0,70.0,0.0,9.0,,,,11.1,48.5,2019
-75.85,44.417,GRENADIER ISLAND,6103024,ON,20.9,0.0,,31.0,0.0,12.6,0.0,,,,,,,,,,,,1.0,89.4,2019
-76.69,44.428,HARTINGTON IHD,6103367,ON,20.0,0.0,0.3,30.0,0.0,10.0,0.0,0.0,0.0,,70.0,0.0,89.0,0.0,10.0,,,,5.9,68.5,2019
-75.633,45.0,KEMPTVILLE CS,6104027,ON,19.3,0.0,,30.6,0.0,7.6,0.0,,,,,,,,,,,,11.6,52.9,2019
-76.599,44.223,KINGSTON CLIMATE,6104142,ON,19.9,0.0,,27.9,0.0,10.0,0.0,,,,57.7,0.0,,,11.0,,,,4.5,62.8,2019
-76.597,44.226,KINGSTON A,6104152,ON,20.0,0.0,,28.0,0.0,10.4,0.0,,,,,,,,,,,,4.1,65.6,2019
-76.083,44.517,LYNDHURST SHAWMERE,6104725,ON,20.5,3.0,0.4,29.5,3.0,11.5,3.0,0.0,3.0,,68.2,3.0,,0.0,11.0,,,,1.5,70.5,2019
-74.963,45.251,MOOSE CREEK WELLS,6105397,ON,18.0,0.0,,29.9,0.0,4.1,0.0,,,,38.2,0.0,,,5.0,,,,28.7,29.3,2019
-76.784,45.054,OMPAH-SEITZ,6105762,ON,19.0,2.0,,29.5,2.0,8.0,2.0,0.0,2.0,,40.2,2.0,,0.0,9.0,,,,11.9,41.6,2019
-75.717,45.383,OTTAWA CDA,6105976,ON,19.6,4.0,-0.3,30.0,4.0,8.0,4.0,0.0,4.0,,65.8,4.0,,0.0,11.0,,,,5.1,49.6,2019
-75.717,45.383,OTTAWA CDA RCS,6105978,ON,19.6,0.0,,29.7,0.0,8.5,0.0,,,,63.9,0.0,,,8.0,,,,7.3,58.1,2019
-75.667,45.317,OTTAWA INTL A,6106001,ON,19.6,0.0,,30.4,0.0,9.4,0.0,0.0,0.0,,52.7,0.0,,,8.0,,,,6.3,54.8,2019
-77.252,45.86,PEMBROKE CLIMATE,6106367,ON,18.1,0.0,,30.6,0.0,4.8,0.0,,,,22.6,0.0,,,7.0,,,,24.3,28.6,2019
-77.317,45.95,PETAWAWA AWOS 2,6106396,ON,19.2,8.0,,31.0,8.0,7.1,8.0,,,,27.5,1.0,,,11.0,,,,10.2,36.7,2019
